LFQ intensity 1_1	LFQ intensity 1_2	LFQ intensity 1_3	LFQ intensity 1_4	LFQ intensity 1_5	LFQ intensity 1_6	LFQ intensity 10_1	LFQ intensity 10_2	LFQ intensity 10_3	LFQ intensity 10_4	LFQ intensity 10_5	LFQ intensity 10_6	LFQ intensity 4_1	LFQ intensity 4_2	LFQ intensity 4_3	LFQ intensity 4_4	LFQ intensity 4_5	LFQ intensity 4_6	Only identified by site	Reverse	Potential contaminant	Student's T-test Significant fold10_fold1	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	-Log Student's T-test p-value fold10_fold1	Student's T-test q-value fold10_fold1	Student's T-test Difference fold10_fold1	Student's T-test Test statistic fold10_fold1	Protein IDs	Majority protein IDs	id
0	24.92998886	0	25.13065147	24.91035843	24.93624878	24.50730515	24.92524338	24.70461464	24.91761589	24.98468018	24.81004906	25.01775742	24.66671181	24.91474533	24.86523628	24.87150002	24.87698936						4	4	4	16.3	16.3	16.3	39.118	0	16.554	473270000	45	0.816913769	0.208027138	8.157043457	1.548950126	sp|Q8N6T7|SIR6_HUMAN	sp|Q8N6T7|SIR6_HUMAN	4190
0	21.62698364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	2.4	2.4	2.4	57.406	0	4.3901	3814900	5	NaN	NaN	0	NaN	sp|Q8N720|ZN655_HUMAN	sp|Q8N720|ZN655_HUMAN	4191
0	0	0	0	0	0	0	0	0	21.26407623	0	0	0	0	0	0	0	0						1	1	1	5.2	5.2	5.2	27.152	0	2.5612	9221700	3	NaN	NaN	0	NaN	sp|Q8N7B6|PACRL_HUMAN	sp|Q8N7B6|PACRL_HUMAN	4192
0	23.68816566	24.13171196	0	24.29593086	23.95331383	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	6	6	6	59.975	0	34.517	97345000	13	NaN	NaN	0	NaN	sp|Q8N7H5|PAF1_HUMAN	sp|Q8N7H5|PAF1_HUMAN	4193
23.96859932	24.05796242	0	0	0	0	0	0	0	0	0	0	0	0	0	23.83093834	0	0						3	2	2	12.8	10.6	10.6	40.705	0	12.735	88794000	17	NaN	NaN	0	NaN	sp|Q8N7R7|CCYL1_HUMAN	sp|Q8N7R7|CCYL1_HUMAN	4194
0	0	0	0	0	21.78887367	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	5.2	5.2	5.2	47.998	0	3.409	2840300	1	NaN	NaN	0	NaN	sp|Q8N806|UBR7_HUMAN	sp|Q8N806|UBR7_HUMAN	4195
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.30262566						1	1	1	5	5	5	30.791	0.0010284	2.2177	12258000	2	NaN	NaN	0	NaN	sp|Q8N8Q3|ENDOV_HUMAN	sp|Q8N8Q3|ENDOV_HUMAN	4196
0	0	0	24.48916245	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	6.8	6.8	6.8	66.509	0	21.943	133000000	21	NaN	NaN	0	NaN	sp|Q8N8S7|ENAH_HUMAN	sp|Q8N8S7|ENAH_HUMAN	4197
0	0	0	0	0	0	0	0	0	0	22.29232597	0	0	0	0	0	0	0						1	1	1	2.4	2.4	2.4	56.5	0.0012265	2.1406	43510000	10	NaN	NaN	0	NaN	sp|Q8N8U2|CDYL2_HUMAN	sp|Q8N8U2|CDYL2_HUMAN	4198
0	0	0	0	0	0	0	0	21.76222992	0	0	0	0	0	0	0	0	0						1	1	1	3.5	3.5	3.5	77.92	0	9.1276	12007000	1	NaN	NaN	0	NaN	sp|Q8N8Z6|DCBD1_HUMAN	sp|Q8N8Z6|DCBD1_HUMAN	4199
0	0	0	25.44960022	0	0	26.57333183	0	26.30961227	0	0	0	26.29107285	0	0	0	0	0						2	2	2	4.5	4.5	4.5	111.44	0	26.698	525400000	20	NaN	NaN	0	NaN	sp|Q8N9B5|JMY_HUMAN	sp|Q8N9B5|JMY_HUMAN	4201
0	0	0	0	0	0	0	0	0	0	0	21.70222855	0	0	0	0	0	0						1	1	1	4	4	4	28.94	0.002809	1.9275	24049000	5	NaN	NaN	0	NaN	sp|Q8N9E0|F133A_HUMAN	sp|Q8N9E0|F133A_HUMAN	4202
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.48929787						1	1	1	2.4	2.4	2.4	44.746	0.0052427	1.5987	44843000	8	NaN	NaN	0	NaN	sp|Q8N9M1|CS047_HUMAN	sp|Q8N9M1|CS047_HUMAN	4203
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	4.4	4.4	4.4	56.494	0.0061776	1.5351	0	1	NaN	NaN	0	NaN	sp|Q8N9N5|BANP_HUMAN	sp|Q8N9N5|BANP_HUMAN	4204
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.80612946						1	1	1	8.4	8.4	8.4	18.177	0	2.9713	55278000	14	NaN	NaN	0	NaN	sp|Q8N9Q2|SR1IP_HUMAN	sp|Q8N9Q2|SR1IP_HUMAN	4205
0	26.94715118	26.33459854	26.50665474	26.61862946	26.52939796	25.96734619	25.92494774	25.75034332	25.75849915	26.0590992	25.65703773	26.63699341	26.52707291	26.4542675	26.30298805	26.37094307	25.93382072						5	5	5	18.5	18.5	18.5	82.597	0	144.69	1254300000	96	0.372905122	0.469580652	3.696806908	0.834036483	sp|Q8N9T8|KRI1_HUMAN	sp|Q8N9T8|KRI1_HUMAN	4206
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.33145142						1	1	1	1.8	1.8	1.8	55.284	0.0028203	1.9689	19910000	11	NaN	NaN	0	NaN	sp|Q8N9U0|TAC2N_HUMAN	sp|Q8N9U0|TAC2N_HUMAN	4207
0	0	0	0	0	24.15630341	0	0	0	0	0	0	0	0	0	0	0	0						3	3	3	6.4	6.4	6.4	134.26	0	7.9584	30819000	6	NaN	NaN	0	NaN	sp|Q8NAP3|ZBT38_HUMAN	sp|Q8NAP3|ZBT38_HUMAN	4208
0	0	0	0	0	0	0	0	0	0	24.17409515	0	0	0	0	0	0	0						1	1	1	11.5	11.5	11.5	37.476	0	12.483	80910000	3	NaN	NaN	0	NaN	sp|Q8NAV1|PR38A_HUMAN	sp|Q8NAV1|PR38A_HUMAN	4209
0	24.75837135	0	0	0	26.22315407	0	25.84062195	25.80860138	0	0	25.84589386	0	0	0	0	26.34365654	0						1	1	1	1.9	1.9	1.9	129.48	0	47.377	818200000	27	NaN	NaN	0	NaN	sp|Q8NB49|AT11C_HUMAN	sp|Q8NB49|AT11C_HUMAN	4210
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.46767044						1	1	1	2.4	2.4	2.4	92.097	0	7.511	51496000	7	NaN	NaN	0	NaN	sp|Q8NB78|KDM1B_HUMAN	sp|Q8NB78|KDM1B_HUMAN	4211
0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.14357758	0	0	0						1	1	1	1	1	1	97.725	0.0027966	1.8802	8828100	4	NaN	NaN	0	NaN	sp|Q8NB91|FANCB_HUMAN	sp|Q8NB91|FANCB_HUMAN	4212
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.08592415						1	1	1	2.6	2.6	2.6	54.528	0	7.1011	107570000	12	NaN	NaN	0	NaN	sp|Q8NBI5|S43A3_HUMAN	sp|Q8NBI5|S43A3_HUMAN	4213
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.70685005	0						1	1	1	6.1	6.1	6.1	63.429	0	58.949	1684100000	12	NaN	NaN	0	NaN	sp|Q8NBN3|TM87A_HUMAN	sp|Q8NBN3|TM87A_HUMAN	4214
0	0	0	0	0	0	0	0	0	0	0	24.23337555	0	0	0	0	0	0						2	2	2	18.4	18.4	18.4	26.478	0.0028209	1.9697	42921000	3	NaN	NaN	0	NaN	sp|Q8NBZ0|IN80E_HUMAN	sp|Q8NBZ0|IN80E_HUMAN	4216
27.44150162	27.69643974	27.78618813	27.53170395	27.75161934	27.62721443	27.04343414	27.19262886	26.96344948	27.06332207	27.16978264	26.92206955	27.65314674	27.19149971	27.30495644	27.26078224	27.24327087	27.40835571				+	fold10_fold1	9	9	9	37.7	37.7	37.7	44.965	0	208.13	2737700000	121	5.068641513	2.85E-05	-0.579996745	-8.297703201	sp|Q8NC51|PAIRB_HUMAN	sp|Q8NC51|PAIRB_HUMAN	4217
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.89538956						1	1	1	1.8	1.8	1.8	56.974	0	14.947	1976500000	16	NaN	NaN	0	NaN	sp|Q8NC56|LEMD2_HUMAN	sp|Q8NC56|LEMD2_HUMAN	4218
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.20854187	0						1	1	1	2.3	2.3	2.3	55.272	0.00020969	2.5039	104460000	14	NaN	NaN	0	NaN	sp|Q8NCA5|FA98A_HUMAN	sp|Q8NCA5|FA98A_HUMAN	4219
0	0	26.54296303	26.5917778	26.62825775	26.47861671	26.00365257	26.0375824	26.00468254	26.13104439	25.93174934	25.87827682	25.69407654	26.04916	26.15680504	26.20934868	26.09740067	26.23383331						5	5	5	7	7	7	83.538	0	14.16	1133100000	47	0.770805911	0.229154361	8.290895462	1.480629276	sp|Q8NCD3|HJURP_HUMAN	sp|Q8NCD3|HJURP_HUMAN	4220
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.71431351						1	1	1	3.4	3.4	3.4	53.246	0	3.0615	42039000	14	NaN	NaN	0	NaN	sp|Q8NCE0|SEN2_HUMAN	sp|Q8NCE0|SEN2_HUMAN	4221
26.6915226	27.56986046	27.64883423	27.49754715	27.48822784	27.47018433	26.09327507	25.84290123	25.75745583	26.08529282	26.1894474	26.10769272	27.35951042	27.17064285	27.28630257	27.17721558	27.22250938	27.22453499				+	fold10_fold1	5	5	5	23.4	23.4	23.4	45.816	0	134.22	2461600000	166	5.240826489	2.00E-05	-1.381685257	-8.676569221	sp|Q8NCF5|NF2IP_HUMAN	sp|Q8NCF5|NF2IP_HUMAN	4222
25.03657532	24.93580055	25.14425468	25.08606339	25.02237892	25.01431465	23.57588577	23.51400375	23.95978355	0	0	23.68570709	24.21126366	24.51773262	24.39793396	24.74755287	24.64118958	24.59126472						5	5	5	11.4	11.4	11.4	77.193	0	53.603	344380000	42	1.028483004	0.139323367	-9.25066789	-1.852554805	sp|Q8NCN4|RN169_HUMAN	sp|Q8NCN4|RN169_HUMAN	4223
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.58840752						1	1	1	2.1	2.1	2.1	63.847	0	12.279	191620000	23	NaN	NaN	0	NaN	sp|Q8NCP5|ZBT44_HUMAN	sp|Q8NCP5|ZBT44_HUMAN	4224
0	0	0	0	0	21.19346046	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	1.1	1.1	1.1	128.76	0	3.9078	4487900	1	NaN	NaN	0	NaN	sp|Q8NCX0|CC150_HUMAN	sp|Q8NCX0|CC150_HUMAN	4225
0	24.05498695	24.38646889	24.25875282	24.53522491	24.47747612	24.13555336	0	0	23.8727684	0	23.65479851	24.11091995	24.29921913	24.08917809	24.28157043	24.47994423	24.10653496						3	3	3	6	6	6	109.68	0	15.152	269890000	40	0.616101359	0.316956268	-8.341631571	-1.243498052	sp|Q8ND04|SMG8_HUMAN	sp|Q8ND04|SMG8_HUMAN	4226
24.70456314	0	0	25.29596519	25.3502636	25.37527466	0	0	0	0	0	0	0	25.0010128	24.87895393	25.20702171	25.35255623	0						2	2	2	5.5	5.5	5.5	77.667	0	22.907	366430000	30	NaN	NaN	0	NaN	sp|Q8ND24|RN214_HUMAN	sp|Q8ND24|RN214_HUMAN	4227
28.65016937	29.28142548	29.51161957	29.54181862	29.45810699	29.48512077	0	0	0	0	0	0	0	28.789114	28.78247452	28.54988098	28.52088356	28.74111176				+	fold10_fold1	2	2	2	9.7	9.7	9.7	50.529	0	60.396	8603400000	52	18.84065585	8.94E-19	-29.3213768	-210.441167	sp|Q8ND56|LS14A_HUMAN	sp|Q8ND56|LS14A_HUMAN	4228
25.65436172	26.75964165	27.02072716	27.11624527	27.09848404	26.89272881	26.5435524	26.6477356	26.48022079	26.51284409	26.57830811	26.42334175	26.91798019	26.76395226	27.02009201	26.92558289	26.80131721	26.79153824						4	4	3	18.2	18.2	15.8	39.336	0	18.727	1773400000	68	0.458556003	0.403931209	-0.226030986	-0.984923503	sp|Q8ND76|CCNY_HUMAN	sp|Q8ND76|CCNY_HUMAN	4229
22.36327171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	4.3	4.3	4.3	83.095	0	3.2987	2800600	1	NaN	NaN	0	NaN	sp|Q8ND82|Z280C_HUMAN	sp|Q8ND82|Z280C_HUMAN	4230
0	0	0	27.52522087	0	30.48979759	0	0	0	0	26.56954193	0	27.34739494	0	27.13868141	26.87876701	26.5923481	26.54170799						1	1	1	6.9	6.9	6.9	24.269	0	145.82	7267500000	49	NaN	NaN	0	NaN	sp|Q8NDC0|MISSL_HUMAN	sp|Q8NDC0|MISSL_HUMAN	4231
23.018013	23.37052727	23.32649422	23.58290672	23.56987381	23.084692	0	0	0	0	0	0	0	23.38627052	23.34204483	23.14556885	23.52240944	23.08180237				+	fold10_fold1	2	2	2	6.5	6.5	6.5	32.61	0	12.461	104550000	28	19.43315321	2.36E-19	-23.32541784	-241.2077011	sp|Q8NDD1|CA131_HUMAN	sp|Q8NDD1|CA131_HUMAN	4232
26.52980042	25.75669289	26.23503876	25.98838997	26.08919907	26.09260941	25.5473671	25.88725281	25.71109009	25.81604385	25.60209656	25.86561394	25.89935875	26.00776482	26.08407593	25.98126411	25.92383766	25.85383797				+	fold10_fold1	11	11	11	14.2	14.2	14.2	140.02	0	99.756	1007500000	107	1.979259803	0.019263609	-0.37704436	-3.141177354	sp|Q8NDI1|EHBP1_HUMAN	sp|Q8NDI1|EHBP1_HUMAN	4233
0	0	0	0	0	25.1839695	0	0	0	24.47605324	0	0	0	24.4373951	0	24.66514015	0	0						1	1	1	4.6	4.6	4.6	97.204	0	20.173	276200000	31	NaN	NaN	0	NaN	sp|Q8NDT2|RB15B_HUMAN	sp|Q8NDT2|RB15B_HUMAN	4234
26.11125946	26.17314148	26.02783012	26.14561653	26.03216743	26.12537956	25.68182755	25.44237137	25.58643341	25.53818893	25.39021301	25.47323799	25.74729729	25.63422585	25.58296394	25.85735512	25.45450401	25.44919014				+	fold10_fold1	8	8	8	6.8	6.8	6.8	210.29	0	70.462	857830000	101	6.451838907	1.46E-06	-0.583853722	-11.75954883	sp|Q8NDV7|TNR6A_HUMAN	sp|Q8NDV7|TNR6A_HUMAN	4235
24.71072388	24.41519165	24.88581085	24.59097862	24.53100586	24.56197357	0	0	24.04801559	0	0	0	24.28890991	24.32868767	24.34136772	24.25717163	0	23.97430038				+	fold10_fold1	3	3	3	2.5	2.5	2.5	106.16	0	24.325	286940000	34	3.359388255	0.001002939	-20.60794481	-5.140990839	sp|Q8NDX5|PHC3_HUMAN	sp|Q8NDX5|PHC3_HUMAN	4236
0	0	0	0	0	21.92607498	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	6.2	6.2	6.2	21.857	0	6.5126	17537000	10	NaN	NaN	0	NaN	sp|Q8NDX6|ZN740_HUMAN	sp|Q8NDX6|ZN740_HUMAN	4237
0	0	0	0	0	0	0	0	24.25638008	0	0	0	0	0	0	0	0	0						1	1	1	3.7	3.7	3.7	76.118	0	60.71	305740000	18	NaN	NaN	0	NaN	sp|Q8NE01|CNNM3_HUMAN	sp|Q8NE01|CNNM3_HUMAN	4238
31.22722244	30.63218117	30.66873169	30.50578308	30.54296303	30.50322723	30.4744072	30.5248661	30.573349	30.56147194	30.45208931	30.39499092	30.52131271	30.56220055	30.58665276	30.59245682	30.57821655	30.63910103						12	12	12	16.4	16.4	16.4	95.925	0	323.31	32819000000	483	0.834331579	0.20199453	-0.183155696	-1.574525605	sp|Q8NE71|ABCF1_HUMAN	sp|Q8NE71|ABCF1_HUMAN	4239
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.03183937						1	1	1	1.8	1.8	1.8	101.55	0.0078259	1.398	7497000	0	NaN	NaN	0	NaN	sp|Q8NEB9|PK3C3_HUMAN	sp|Q8NEB9|PK3C3_HUMAN	4240
27.79408264	27.59512711	27.4585762	27.34375763	27.34883118	27.33705139	26.98119926	26.80415154	26.84002113	26.6996212	26.88518333	26.79364777	26.95759392	27.25664902	27.29061508	27.24744225	27.14918709	27.18300438				+	fold10_fold1	6	6	6	17.9	17.9	17.9	48.633	0	49.288	2242800000	89	4.761574905	5.39E-05	-0.645600319	-7.653568862	sp|Q8NEF9|SRFB1_HUMAN	sp|Q8NEF9|SRFB1_HUMAN	4241
26.77630615	26.35647392	26.09810257	26.38271332	25.21600914	25.93341637	25.9201622	25.53620338	25.87443542	25.59015083	25.75294685	25.86083794	25.89003944	26.07781601	25.90568542	25.8992672	25.93927956	25.94540977						4	4	4	9.8	9.8	9.8	35.894	0	100.91	1249700000	124	0.880307654	0.184041125	-0.371380806	-1.641472404	sp|Q8NEJ9|NGDN_HUMAN	sp|Q8NEJ9|NGDN_HUMAN	4242
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.74129105						1	1	1	4.1	4.1	4.1	100.43	0	61.744	248320000	18	NaN	NaN	0	NaN	sp|Q8NEL9|DDHD1_HUMAN	sp|Q8NEL9|DDHD1_HUMAN	4243
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.55107498						3	3	3	4.9	4.9	4.9	92.848	0	7.4841	39521000	17	NaN	NaN	0	NaN	sp|Q8NEM0|MCPH1_HUMAN	sp|Q8NEM0|MCPH1_HUMAN	4244
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.31810379	0						2	2	2	6.5	6.5	6.5	75.69	0	15.469	30017000	9	NaN	NaN	0	NaN	sp|Q8NEM2|SHCBP_HUMAN	sp|Q8NEM2|SHCBP_HUMAN	4245
0	0	23.49972153	23.64118958	23.63411522	0	0	23.37901497	0	0	0	0	23.20160484	23.61649895	23.57450104	0	23.81372261	23.79084206						2	2	2	5.9	5.9	5.9	85.788	0	104	144000000	39	NaN	NaN	0	NaN	sp|Q8NEM7|SP20H_HUMAN	sp|Q8NEM7|SP20H_HUMAN	4246
26.1938324	26.4371891	26.34387589	26.38816071	26.13363266	26.20761871	25.50485229	25.44657516	25.37656593	25.3087616	25.5575695	25.43930054	25.92159271	26.00496101	25.91339874	25.62986946	25.77966499	25.70656586				+	fold10_fold1	3	3	3	3.4	3.4	3.4	128.56	0	23.769	930980000	56	7.086190466	3.71E-07	-0.845114072	-13.72227462	sp|Q8NEN9|PDZD8_HUMAN	sp|Q8NEN9|PDZD8_HUMAN	4247
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	0.9	0.9	0.9	186.21	0.0050811	1.6609	0	1	NaN	NaN	0	NaN	sp|Q8NEV4|MYO3A_HUMAN	sp|Q8NEV4|MYO3A_HUMAN	4248
28.28166771	28.95897675	28.91410637	28.83942032	28.91501808	28.97303581	28.41771889	28.33866692	28.49220657	28.41489983	28.45269775	28.49747086	28.71525383	28.69700432	28.8226223	28.78100586	28.72715378	28.63820267				+	fold10_fold1	18	18	18	12.3	12.3	12.3	202.47	0	323.31	7179600000	293	2.179302748	0.012787651	-0.378094037	-3.413654356	sp|Q8NEY1|NAV1_HUMAN	sp|Q8NEY1|NAV1_HUMAN	4249
0	25.25594711	25.53525352	25.3475647	25.25806999	24.93323517	24.72556877	24.79728889	24.7645607	25.09083366	25.02174377	24.66193771	0	25.03892136	24.57004738	24.99602127	0	0						4	4	4	11.4	11.4	11.4	52.736	0	9.9538	647250000	58	0.409408015	0.438878975	3.788643837	0.899415314	sp|Q8NEY8|PPHLN_HUMAN	sp|Q8NEY8|PPHLN_HUMAN	4250
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.37039375	0						1	1	1	5	5	5	44.314	0	6.9427	10259000	5	NaN	NaN	0	NaN	sp|Q8NEZ2|VP37A_HUMAN	sp|Q8NEZ2|VP37A_HUMAN	4251
0	24.19204521	24.23132515	24.35642433	24.36098289	24.14514923	24.07398224	24.01520729	24.3658638	23.98554802	24.0878849	24.29656029	24.20015335	24.62103462	24.14304733	24.52378654	24.15158844	23.82977676						7	7	7	2.3	2.3	2.3	541.36	0	45.322	291570000	49	0.4500055	0.410499781	3.92318662	0.970239457	sp|Q8NEZ4|KMT2C_HUMAN	sp|Q8NEZ4|KMT2C_HUMAN	4252
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.91349411						1	1	1	2.8	2.8	2.8	96.536	0	6.6679	6962700	3	NaN	NaN	0	NaN	sp|Q8NF64|ZMIZ2_HUMAN	sp|Q8NF64|ZMIZ2_HUMAN	4253
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.06011009						2	2	2	0.3	0.3	0.3	1011.1	0	12.696	165830000	9	NaN	NaN	0	NaN	sp|Q8NF91|SYNE1_HUMAN	sp|Q8NF91|SYNE1_HUMAN	4254
24.83200073	24.92809296	25.61211777	25.91875267	25.49445152	25.78833008	0	25.64682961	0	25.66076851	24.39486313	0	0	25.15526199	25.09244919	24.88035583	25.64628029	25.74064827						5	5	5	4.6	4.6	4.6	181.65	0	132.85	685920000	67	1.330511873	0.07490581	-12.81188075	-2.268134789	sp|Q8NFA0|UBP32_HUMAN;sp|P35125|UBP6_HUMAN	sp|Q8NFA0|UBP32_HUMAN	4255
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.63007545						1	1	1	3.1	3.1	3.1	40.599	0	5.9644	72017000	12	NaN	NaN	0	NaN	sp|Q9H7F4|T185B_HUMAN;sp|Q8NFB2|T185A_HUMAN	sp|Q9H7F4|T185B_HUMAN;sp|Q8NFB2|T185A_HUMAN	4256
28.9865799	28.54432678	28.43579102	28.43225098	28.33819962	28.33274651	28.00907898	28.14209366	28.0187664	28.16983032	28.16029167	28.25579453	28.17131042	28.19662094	28.04364395	28.00988007	28.19755936	28.23329353				+	fold10_fold1	13	13	13	6.4	6.4	6.4	330.46	0	137.88	4984400000	126	2.307556479	0.009713697	-0.385673205	-3.590448986	sp|Q8NFC6|BD1L1_HUMAN	sp|Q8NFC6|BD1L1_HUMAN	4257
0	0	0	0	23.97814751	0	0	0	0	0	0	0	23.31534195	23.39086914	0	23.71952248	23.77495003	23.90407753						3	3	3	2.3	2.3	2.3	243.94	0	10.725	126050000	33	NaN	NaN	0	NaN	sp|Q8NFD5|ARI1B_HUMAN	sp|Q8NFD5|ARI1B_HUMAN	4258
0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.97275925	0	0	0						2	2	2	6.6	6.6	6.6	64.473	0	31.652	58862000	21	NaN	NaN	0	NaN	sp|Q8NFG4|FLCN_HUMAN	sp|Q8NFG4|FLCN_HUMAN	4259
25.22324562	25.28760719	0	25.33674431	24.77092361	25.12052345	24.62745094	24.81484795	24.79446602	24.22670364	24.26770973	24.48339272	24.66682053	24.76162148	24.75353432	0	24.72088051	24.81284142						5	5	5	31.6	31.6	31.6	34.773	0	85.232	443050000	68	0.383697637	0.460234447	3.579254468	0.853545387	sp|Q8NFH5|NUP35_HUMAN	sp|Q8NFH5|NUP35_HUMAN	4260
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.09379959						1	1	1	4.2	4.2	4.2	40.251	0	22.062	1600800000	61	NaN	NaN	0	NaN	sp|Q8NFJ5|RAI3_HUMAN	sp|Q8NFJ5|RAI3_HUMAN	4261
0	0	0	0	0	0	23.23147202	0	0	0	0	23.23019791	0	0	0	0	0	0						3	3	3	1.7	1.7	1.7	327.82	0	20.483	106580000	20	NaN	NaN	0	NaN	sp|Q8NFP9|NBEA_HUMAN	sp|Q8NFP9|NBEA_HUMAN	4262
25.75676918	25.52760887	25.59789848	25.26112366	25.24270821	25.21178246	25.48732376	25.39224625	25.50787926	25.53798103	25.44344711	25.45506859	0	0	0	0	0	0						4	4	4	12.8	12.8	12.8	51.263	0	63.392	575070000	40	0.155475931	0.733758992	0.037675858	0.397886327	sp|Q8NFQ8|TOIP2_HUMAN	sp|Q8NFQ8|TOIP2_HUMAN	4263
23.39610672	0	0	0	23.4402504	0	0	0	0	0	0	0	0	0	22.6736393	22.66665649	0	0						2	2	2	2.7	2.7	2.7	123.25	0	9.6248	60162000	14	NaN	NaN	0	NaN	sp|Q8NG08|HELB_HUMAN	sp|Q8NG08|HELB_HUMAN	4264
0	0	23.83499336	23.74909019	23.43568039	23.48000526	0	0	0	0	0	0	23.28121758	0	0	0	0	0						3	3	3	1.8	1.8	1.8	265.39	0	54.554	107670000	22	NaN	NaN	0	NaN	sp|Q8NG31|KNL1_HUMAN	sp|Q8NG31|KNL1_HUMAN	4265
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	5	5	5	24.115	0	2.9774	0	1	NaN	NaN	0	NaN	sp|Q8NHG8|ZNRF2_HUMAN	sp|Q8NHG8|ZNRF2_HUMAN	4266
24.53972816	23.98901939	23.87661362	23.78466606	23.8439312	23.8490963	0	0	23.29600143	23.71596718	0	0	0	0	0	23.11515045	23.71481514	23.94109535				+	fold10_fold1	4	4	4	5.1	5.1	5.1	152.61	0	73.241	152690000	36	2.064575904	0.016100105	-16.14518102	-3.256960688	sp|Q8NHM5|KDM2B_HUMAN	sp|Q8NHM5|KDM2B_HUMAN	4267
0	0	0	24.56069183	0	0	0	0	0	24.0484314	0	0	0	0	0	0	0	0						2	2	2	4.6	4.6	4.6	59.745	0	41.831	199950000	22	NaN	NaN	0	NaN	sp|Q8NHP6|MSPD2_HUMAN	sp|Q8NHP6|MSPD2_HUMAN	4268
0	24.72837448	0	24.59189224	24.71067047	0	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	9.3	9.3	9.3	48.326	0	30.372	558040000	39	NaN	NaN	0	NaN	sp|Q8NHQ8|RASF8_HUMAN	sp|Q8NHQ8|RASF8_HUMAN	4269
0	0	0	0	25.48388481	25.76471138	27.40137291	27.54480553	27.515028	27.13222122	27.52357674	27.41062164	27.29701614	27.57665062	27.51133728	27.42237854	27.47072792	27.41239929				+	fold10_fold1	2	2	2	6	6	6	68.546	0	222.76	2171000000	47	2.23819682	0.011327218	18.87983831	3.49460717	sp|Q8NHQ9|DDX55_HUMAN	sp|Q8NHQ9|DDX55_HUMAN	4270
0	0	0	0	0	0	0	0	0	0	0	21.85703659	0	0	0	0	0	0						1	1	1	1.5	1.5	1.5	123.58	0	9.6083	6747000	3	NaN	NaN	0	NaN	sp|Q8NHU6|TDRD7_HUMAN	sp|Q8NHU6|TDRD7_HUMAN	4271
0	26.4054203	26.10607529	26.28195953	25.63153648	0	25.81257248	25.75834656	25.8008728	25.86024666	25.60800552	25.9243145	26.11420059	26.11902046	26.17980003	25.98300552	25.79156303	26.00249481						5	5	5	13.9	13.9	13.9	71.965	0	243.94	1039300000	53	0.800055411	0.215480937	8.389894485	1.524077091	sp|Q8NHV4|NEDD1_HUMAN	sp|Q8NHV4|NEDD1_HUMAN	4272
0	25.12036514	25.64402771	25.7923584	25.81962967	25.76686096	25.36602974	0	0	25.49136543	0	25.38531685	25.7040081	25.61885262	25.7578373	0	25.79897118	0						3	3	3	43.5	43.5	43.5	9.7769	0	55.655	732850000	56	0.599145531	0.325907918	-8.65008831	-1.216621354	sp|Q8NHZ8|CDC26_HUMAN	sp|Q8NHZ8|CDC26_HUMAN	4274
